SnapshotDate,StoreID,ProductID,OnHandUnits,ReorderPoint,StockoutFlag
2024-01-06,8,56,88,13,0
2024-09-25,7,322,124,21,0
2024-01-18,16,376,7,13,0
2024-01-11,21,382,74,45,0
2024-03-28,16,271,105,35,0
2024-09-15,19,55,7,40,0
2024-01-05,15,355,7,23,0
2024-07-11,13,13,167,17,0
2024-10-16,12,134,34,45,0
2024-11-16,3,32,17,13,0
2024-05-09,21,135,156,16,0
2024-07-27,19,27,90,53,0
2024-09-04,26,247,55,48,0
2024-05-01,10,32,247,11,0
2024-11-21,7,14,86,42,0
2024-09-11,26,394,49,30,0
2024-05-04,28,304,230,39,0
2024-09-29,10,112,81,15,0
2024-09-07,29,348,224,47,0
2024-09-19,21,191,162,10,0
2024-05-04,15,281,148,55,0
2024-07-27,3,375,187,13,0
2024-06-05,13,119,222,54,0
2024-10-30,11,112,13,27,0
2024-06-10,19,235,144,54,0
2024-04-13,18,193,151,44,0
2024-06-08,1,64,245,59,0
2024-07-31,20,395,89,54,0
2024-01-23,12,263,76,47,0
2024-11-05,30,207,164,21,0
2024-03-17,8,319,141,27,0
2024-12-15,10,214,52,38,0
2024-03-20,10,319,167,32,0
2024-06-12,27,186,196,27,0
2024-09-12,18,320,17,49,0
2024-05-31,30,303,213,30,0
2024-05-25,22,134,103,55,0
2024-04-29,26,155,98,17,0
2024-05-16,22,253,230,12,0
2024-02-20,5,147,122,47,0
2024-04-26,4,279,11,10,0
2024-08-10,23,297,72,35,0
2024-11-30,7,187,82,18,0
2024-12-02,2,162,185,55,0
2024-05-24,15,52,91,53,0
2024-02-26,23,387,22,41,0
2024-02-09,22,226,128,54,0
2024-07-09,15,266,126,45,0
2024-01-27,26,308,164,29,0
2024-10-25,14,193,89,24,0
2024-08-17,27,354,172,40,0
2024-09-03,30,379,190,18,0
2024-05-21,30,341,192,19,0
2024-02-10,10,108,118,44,0
2024-01-13,29,159,218,12,0
2024-06-04,3,225,49,37,0
2024-09-18,4,6,207,45,0
2024-10-20,12,99,166,19,0
2024-05-06,26,83,197,34,0
2024-02-22,27,144,114,32,0
2024-03-09,28,229,211,17,0
2024-02-07,8,3,238,59,0
2024-10-17,23,181,80,57,0
2024-05-06,7,186,11,24,0
2024-04-04,19,202,243,57,0
2024-04-23,17,135,64,54,0
2024-05-31,28,307,20,18,0
2024-04-03,7,289,71,34,0
2024-01-16,18,269,144,55,0
2024-10-21,7,55,226,56,0
2024-02-23,16,48,21,38,0
2024-07-17,6,73,148,14,0
2024-11-16,14,226,70,48,0
2024-09-12,10,91,212,45,0
2024-12-08,2,117,1,38,0
2024-05-28,15,360,97,55,0
2024-09-30,25,355,233,37,0
2024-09-20,18,327,79,50,0
2024-07-05,21,118,62,27,0
2024-01-25,27,97,48,27,0
2024-06-13,28,188,202,33,0
2024-10-07,5,103,39,44,0
2024-06-18,30,41,159,11,0
2024-02-24,4,311,127,21,0
2024-10-15,13,209,133,16,0
2024-10-21,26,216,199,13,0
2024-05-09,13,36,170,45,0
2024-12-10,6,361,203,27,0
2024-08-15,20,305,225,32,0
2024-02-20,4,296,100,18,0
2024-02-26,17,343,202,36,0
2024-02-08,12,43,39,48,0
2024-04-29,9,320,107,32,0
2024-08-05,5,290,37,29,0
2024-05-22,28,269,10,26,0
2024-11-28,25,134,129,41,0
2024-06-29,11,400,67,11,0
2024-10-27,13,129,197,19,0
2024-05-10,17,65,134,28,0
2024-08-21,14,253,148,13,0
2024-08-05,17,235,14,23,0
2024-11-22,2,128,101,17,0
2024-06-18,18,99,104,21,0
2024-05-31,24,219,152,26,0
2024-06-02,29,256,166,52,0
2024-07-01,30,291,205,14,0
2024-05-18,24,313,195,32,0
2024-02-07,1,338,233,25,0
2024-06-18,3,267,213,10,0
2024-11-30,20,211,57,21,0
2024-12-21,22,308,150,27,0
2024-10-07,23,220,197,27,0
2024-02-16,25,164,238,24,0
2024-07-10,3,183,118,20,0
2024-07-26,4,350,160,10,0
2024-05-08,15,177,156,22,0
2024-05-04,7,390,220,53,0
2024-03-20,7,34,7,37,0
2024-01-22,24,239,205,40,0
2024-12-27,18,268,114,55,0
2024-10-22,17,48,46,32,0
2024-04-19,11,10,80,30,0
2024-02-24,17,266,247,24,0
2024-03-12,11,138,78,57,0
2024-07-15,4,48,219,53,0
2024-04-30,28,161,220,20,0
2024-07-26,13,43,30,11,0
2024-05-27,28,20,61,59,0
2024-02-18,3,359,135,39,0
2024-09-25,25,65,80,27,0
2024-05-02,5,108,147,41,0
2024-10-05,27,105,102,19,0
2024-06-03,22,158,1,51,0
2024-03-10,17,238,63,42,0
2024-10-15,23,161,96,37,0
2024-12-09,4,138,241,15,0
2024-09-25,21,186,145,53,0
2024-01-25,16,185,162,49,0
2024-07-08,16,313,192,46,0
2024-02-24,15,25,35,33,0
2024-05-21,19,117,204,50,0
2024-03-24,6,301,119,48,0
2024-05-23,27,215,202,30,0
2024-05-25,3,213,249,37,0
2024-09-13,6,106,35,19,0
2024-11-21,16,88,160,30,0
2024-02-29,1,360,150,37,0
2024-05-08,16,198,194,29,0
2024-11-06,16,151,226,42,0
2024-02-06,14,50,160,13,0
2024-04-14,13,322,156,27,0
2024-06-09,11,198,131,57,0
2024-08-05,24,116,51,25,0
2024-01-04,13,91,172,52,0
2024-05-24,22,143,103,46,0
2024-04-01,14,359,120,28,0
2024-04-24,4,153,162,20,0
2024-05-05,10,99,6,24,0
2024-09-29,12,101,122,25,0
2024-12-15,25,51,43,39,0
2024-04-22,3,67,190,20,0
2024-01-31,18,3,60,27,0
2024-04-06,28,312,126,16,0
2024-03-23,20,6,205,59,0
2024-05-09,30,135,55,24,0
2024-09-11,13,311,97,32,0
2024-03-26,11,274,222,55,0
2024-08-27,8,33,133,43,0
2024-03-20,24,321,12,19,0
2024-04-23,2,265,1,15,0
2024-06-08,30,89,76,30,0
2024-02-25,30,5,127,14,0
2024-04-14,18,287,68,14,0
2024-10-18,7,97,39,59,0
2024-01-25,11,339,40,49,0
2024-03-12,29,82,248,49,0
2024-07-05,11,276,196,49,0
2024-08-01,28,379,63,48,0
2024-09-18,16,265,183,38,0
2024-10-21,8,304,235,58,0
2024-03-10,10,236,195,50,0
2024-05-09,17,234,12,32,0
2024-03-30,10,264,86,55,0
2024-06-07,3,68,209,10,0
2024-11-19,28,286,174,56,0
2024-08-19,12,385,75,49,0
2024-06-28,16,68,96,43,0
2024-02-23,25,215,238,26,0
2024-05-24,10,373,51,19,0
2024-04-12,23,28,50,23,0
2024-04-15,23,251,196,55,0
2024-04-14,16,91,26,57,0
2024-02-20,7,66,214,30,0
2024-01-09,17,360,173,25,0
2024-01-04,24,265,50,23,0
2024-05-03,16,107,89,25,0
2024-09-24,23,305,198,20,0
2024-07-25,26,364,207,41,0
2024-02-21,2,353,56,24,0
2024-04-14,21,300,25,37,0
2024-09-13,7,373,225,50,0
2024-12-09,26,386,216,15,0
2024-07-16,9,218,58,55,0
2024-11-03,7,179,175,45,0
2024-02-04,7,48,194,34,0
2024-10-05,29,206,19,43,0
2024-06-24,6,65,138,11,0
2024-10-06,15,389,24,48,0
2024-05-25,8,172,189,19,0
2024-02-06,25,348,127,33,0
2024-04-04,24,57,108,16,0
2024-11-09,20,209,148,18,0
2024-01-18,20,327,141,13,0
2024-07-14,15,176,167,56,0
2024-12-15,25,11,170,55,0
2024-04-02,9,26,111,48,0
2024-02-27,28,214,224,54,0
2024-01-13,14,164,10,34,0
2024-04-04,3,295,6,55,0
2024-10-07,22,33,249,37,0
2024-08-30,24,62,164,38,0
2024-09-19,1,253,23,24,0
2024-01-03,17,312,108,34,0
2024-05-21,22,378,81,52,0
2024-11-20,29,383,165,31,0
2024-09-23,9,64,108,19,0
2024-03-11,16,226,7,49,0
2024-05-08,2,249,198,36,0
2024-12-30,9,59,204,56,0
2024-10-05,3,142,77,40,0
2024-10-06,2,264,22,31,0
2024-02-08,27,238,93,55,0
2024-11-19,26,29,109,47,0
2024-12-12,5,309,122,12,0
2024-10-17,24,37,45,14,0
2024-04-10,21,356,65,31,0
2024-04-04,15,238,248,18,0
2024-02-14,28,375,39,39,0
2024-06-20,24,155,9,19,0
2024-12-24,9,59,74,28,0
2024-08-21,17,188,235,59,0
2024-09-21,25,319,175,48,0
2024-03-12,29,250,235,17,0
2024-05-18,18,367,219,17,0
2024-03-16,15,330,65,17,0
2024-04-15,23,201,21,12,0
2024-06-07,17,336,85,48,0
2024-04-02,2,40,139,11,0
2024-07-19,10,340,169,24,0
2024-03-06,17,160,139,28,0
2024-04-05,16,41,56,57,0
2024-04-25,15,92,53,20,0
2024-04-15,17,198,191,25,0
2024-03-11,2,113,104,32,0
2024-01-12,12,101,152,57,0
2024-08-26,27,288,95,49,0
2024-06-06,27,137,150,51,0
2024-11-11,4,280,213,37,0
2024-11-30,20,90,4,22,0
2024-03-18,12,396,108,16,0
2024-02-02,2,396,240,35,0
2024-12-02,27,29,89,31,0
2024-05-10,20,94,129,24,0
2024-09-02,4,284,81,37,0
2024-11-08,27,311,140,12,0
2024-04-17,15,288,163,57,0
2024-07-24,25,84,234,58,0
2024-11-10,8,73,139,17,0
2024-03-22,28,293,122,28,0
2024-08-07,4,36,220,18,0
2024-05-21,26,23,79,12,0
2024-08-19,17,368,187,32,0
2024-08-05,25,54,173,52,0
2024-09-23,3,53,190,50,0
2024-08-19,9,38,220,54,0
2024-03-21,6,256,222,54,0
2024-12-05,8,71,224,42,0
2024-05-23,12,210,192,34,0
2024-06-25,12,98,140,31,0
2024-02-16,7,224,34,13,0
2024-04-21,16,326,126,35,0
2024-10-30,18,102,207,15,0
2024-01-04,23,380,92,11,0
2024-03-08,14,27,78,14,0
2024-07-01,2,88,133,22,0
2024-01-24,12,33,123,18,0
2024-01-14,23,152,249,11,0
2024-07-19,15,3,87,16,0
2024-09-18,24,172,83,20,0
2024-08-12,1,88,18,46,0
2024-06-15,13,106,3,18,0
2024-07-20,7,23,215,55,0
2024-04-30,28,139,152,31,0
2024-03-05,8,85,98,27,0
2024-03-30,25,331,205,10,0
2024-02-12,22,215,47,34,0
2024-07-18,4,216,207,12,0
2024-08-28,6,159,190,52,0
2024-12-07,29,284,44,30,0
2024-10-01,3,351,74,26,0
2024-03-20,1,113,217,26,0
2024-11-10,12,121,157,21,0
2024-12-15,28,323,178,17,0
2024-06-13,4,340,60,53,0
2024-01-23,21,362,61,28,0
2024-12-25,3,152,83,56,0
2024-04-19,5,165,101,56,0
2024-05-20,6,280,141,31,0
2024-11-07,29,225,31,30,0
2024-10-17,21,37,115,13,0
2024-11-25,30,137,95,20,0
2024-01-24,24,300,11,57,0
2024-04-12,30,160,44,41,0
2024-12-12,27,58,71,30,0
2024-12-24,21,352,247,30,0
2024-12-18,5,46,115,26,0
2024-03-10,13,81,242,29,0
2024-09-26,17,360,108,24,0
2024-09-29,5,268,204,37,0
2024-11-21,21,144,88,30,0
2024-12-19,19,377,165,19,0
2024-06-05,2,384,135,23,0
2024-07-11,21,73,69,54,0
2024-10-28,29,107,21,46,0
2024-10-26,22,232,178,49,0
2024-10-29,13,160,122,35,0
2024-08-16,15,17,28,21,0
2024-04-13,20,9,86,19,0
2024-08-07,22,336,109,36,0
2024-10-04,24,338,221,37,0
2024-10-09,29,294,142,45,0
2024-12-03,5,263,168,47,0
2024-09-17,19,211,123,35,0
2024-09-13,1,262,22,47,0
2024-06-02,29,112,144,58,0
2024-05-11,3,91,111,28,0
2024-07-14,26,126,30,36,0
2024-01-18,10,340,132,40,0
2024-04-06,27,201,199,10,0
2024-12-30,4,9,190,31,0
2024-07-03,28,314,33,33,0
2024-07-02,8,74,27,57,0
2024-11-17,29,397,217,45,0
2024-11-23,4,272,122,19,0
2024-09-09,15,261,218,25,0
2024-09-06,25,316,168,50,0
2024-09-25,28,313,200,30,0
2024-07-08,12,362,131,44,0
2024-01-25,20,324,160,28,0
2024-09-23,26,295,76,49,0
2024-02-21,19,246,210,43,0
2024-01-15,23,221,72,57,0
2024-11-27,22,316,58,54,0
2024-02-07,29,43,231,34,0
2024-02-04,3,315,142,33,0
2024-12-07,12,343,107,50,0
2024-12-05,2,213,179,15,0
2024-12-05,20,216,112,58,0
2024-09-05,7,318,69,41,0
2024-09-26,23,65,189,17,0
2024-05-21,20,315,124,48,0
2024-02-16,16,350,114,11,0
2024-12-10,24,103,5,37,0
2024-04-28,18,398,186,12,0
2024-05-18,2,343,92,27,0
2024-07-02,7,234,125,44,0
2024-04-30,11,93,142,54,0
2024-04-05,26,219,147,11,0
2024-09-16,7,186,114,18,0
2024-08-05,14,56,70,34,0
2024-06-09,9,73,42,22,0
2024-05-12,6,94,36,45,0
2024-10-16,11,286,142,21,0
2024-11-27,11,42,9,32,0
2024-09-21,7,188,29,15,0
2024-11-07,20,102,51,19,0
2024-10-17,10,137,151,51,0
2024-11-12,29,251,32,28,0
2024-01-27,28,349,249,22,0
2024-11-13,5,346,57,26,0
2024-03-27,27,307,139,18,0
2024-10-23,28,116,4,33,0
2024-08-26,16,155,12,38,0
2024-03-13,8,83,88,35,0
2024-03-15,27,333,2,27,0
2024-08-19,8,16,138,41,0
2024-08-16,5,258,74,52,0
2024-03-01,11,324,150,43,0
2024-11-19,13,155,204,20,0
2024-08-25,12,272,193,33,0
2024-11-17,18,281,56,17,0
2024-12-26,25,333,156,15,0
2024-05-17,12,336,218,53,0
2024-07-04,24,363,74,28,0
2024-10-29,10,3,167,21,0
2024-10-23,20,291,132,49,0
2024-03-02,24,225,191,36,0
2024-12-26,7,312,97,37,0
2024-09-12,22,329,120,49,0
2024-08-15,23,232,168,58,0
2024-09-06,29,139,238,54,0
2024-11-20,30,59,96,19,0
2024-02-13,18,44,179,35,0
2024-12-04,22,92,187,53,0
2024-03-29,17,339,218,17,0
2024-06-27,27,314,99,24,0
2024-12-02,18,129,88,58,0
2024-10-08,19,325,58,14,0
2024-08-23,30,297,129,48,0
2024-04-07,11,34,48,32,0
2024-02-03,5,8,132,12,0
2024-01-03,18,212,60,32,0
2024-10-21,16,91,245,15,0
2024-08-13,2,6,184,56,0
2024-07-17,12,178,98,59,0
2024-10-10,19,174,107,51,0
2024-09-30,14,68,64,21,0
2024-09-07,13,205,149,58,0
2024-01-06,27,273,162,37,0
2024-02-19,10,373,241,22,0
2024-11-15,19,72,48,42,0
2024-09-30,18,305,62,42,0
2024-08-24,23,13,181,30,0
2024-09-22,9,398,57,54,0
2024-01-11,19,16,89,23,0
2024-08-31,26,139,55,35,0
2024-02-11,30,29,235,54,0
2024-12-21,6,168,66,57,0
2024-06-21,13,38,49,34,0
2024-03-17,2,157,5,37,0
2024-01-13,26,254,2,59,0
2024-10-02,21,82,156,44,0
2024-11-16,30,310,153,59,0
2024-02-07,18,148,109,31,0
2024-03-03,23,298,210,19,0
2024-05-01,21,129,40,30,0
2024-06-27,5,374,89,24,0
2024-11-12,4,315,9,57,0
2024-04-02,29,191,215,14,0
2024-09-11,13,44,145,31,0
2024-01-14,21,142,37,55,0
2024-06-01,24,97,40,19,0
2024-03-29,10,41,27,24,0
2024-09-07,9,231,192,28,0
2024-01-03,23,262,193,31,0
2024-06-27,10,81,111,58,0
2024-01-30,10,307,178,37,0
2024-03-03,17,32,202,49,0
2024-11-15,8,250,210,25,0
2024-09-01,25,228,119,57,0
2024-12-06,11,240,7,29,0
2024-06-11,27,106,134,14,0
2024-05-24,17,297,72,12,0
2024-08-28,11,30,26,45,0
2024-02-11,2,5,204,49,0
2024-01-31,20,255,100,29,0
2024-03-18,11,28,78,56,0
2024-07-01,14,209,226,34,0
2024-04-02,22,262,81,44,0
2024-06-19,20,217,100,11,0
2024-04-07,27,100,199,18,0
2024-03-27,4,370,200,26,0
2024-07-11,9,174,175,20,0
2024-08-11,4,16,174,49,0
2024-09-27,22,342,161,40,0
2024-02-02,1,321,172,23,0
2024-06-13,9,58,102,42,0
2024-08-25,10,64,33,24,0
2024-02-21,30,259,101,30,0
2024-04-14,18,362,201,31,0
2024-09-13,10,16,161,51,0
2024-05-20,24,108,62,52,0
2024-02-23,16,318,39,55,0
2024-12-16,20,296,228,31,0
2024-03-14,7,81,151,48,0
2024-01-04,9,206,99,47,0
2024-09-24,29,313,107,49,0
2024-06-26,4,300,182,57,0
2024-07-26,30,300,39,49,0
2024-02-23,2,67,109,17,0
2024-07-18,29,129,243,46,0
2024-08-07,25,203,68,43,0
2024-11-27,9,113,189,32,0
2024-12-22,22,391,137,18,0
2024-01-17,23,276,128,28,0
2024-10-16,23,138,202,15,0
2024-10-26,18,64,136,24,0
2024-11-23,12,357,130,49,0
2024-02-01,3,258,118,10,0
2024-11-29,13,315,56,24,0
2024-12-25,7,309,79,11,0
2024-12-03,29,46,160,18,0
2024-09-10,21,194,195,58,0
2024-10-07,12,175,224,49,0
2024-03-21,24,297,209,59,0
2024-02-21,8,295,64,20,0
2024-05-16,5,129,11,54,0
2024-12-03,18,121,88,30,0
2024-09-19,2,383,106,14,0
2024-04-20,17,243,163,10,0
2024-12-05,5,353,99,47,0
2024-04-03,29,43,153,28,0
2024-03-01,27,266,245,58,0
2024-12-28,12,322,58,21,0
2024-07-23,29,381,220,49,0
2024-12-14,15,211,231,18,0
2024-12-27,21,14,183,39,0
2024-03-05,28,217,239,43,0
2024-11-03,26,49,51,51,0
2024-12-21,11,316,208,54,0
2024-11-05,21,324,248,19,0
2024-11-06,12,205,249,27,0
2024-11-01,8,340,149,27,0
2024-09-01,14,37,65,10,0
2024-01-30,13,326,143,35,0
2024-03-29,23,174,33,40,0
2024-11-23,15,11,67,31,0
2024-06-26,15,241,238,25,0
2024-12-17,16,223,30,59,0
2024-01-20,4,92,41,58,0
2024-11-28,16,178,115,45,0
2024-07-08,24,102,219,30,0
2024-03-27,15,62,205,15,0
2024-01-31,27,75,26,11,0
2024-12-29,2,130,217,36,0
2024-10-08,15,258,140,28,0
2024-06-18,29,53,223,42,0
2024-01-17,19,296,25,39,0
2024-12-07,18,279,107,12,0
2024-08-24,5,63,89,37,0
2024-09-07,26,191,233,15,0
2024-07-14,13,361,83,54,0
2024-08-30,25,266,181,30,0
2024-11-24,12,283,9,39,0
2024-07-08,24,197,192,50,0
2024-06-28,27,396,150,46,0
2024-10-22,10,128,169,39,0
2024-07-16,6,80,205,42,0
2024-12-11,27,396,28,59,0
2024-12-10,26,243,50,51,0
2024-08-29,15,373,80,48,0
2024-08-27,15,142,205,10,0
2024-03-06,21,243,192,14,0
2024-01-29,21,102,157,47,0
2024-11-29,14,79,189,42,0
2024-03-22,11,186,27,24,0
2024-04-23,15,220,48,59,0
2024-03-02,27,338,167,59,0
2024-12-13,15,2,42,14,0
2024-01-25,12,297,33,40,0
2024-03-21,25,81,110,21,0
2024-10-01,28,54,175,59,0
2024-05-02,28,250,143,15,0
2024-05-20,25,399,182,29,0
2024-01-31,10,129,74,39,0
2024-08-28,18,135,63,50,0
2024-12-09,5,296,83,29,0
2024-08-16,19,126,234,32,0
2024-06-14,10,357,230,21,0
2024-11-21,16,38,213,31,0
2024-11-20,10,23,103,11,0
2024-05-26,25,383,53,31,0
2024-05-03,16,176,54,29,0
2024-10-25,26,334,118,23,0
2024-08-14,14,233,225,27,0
2024-08-03,21,160,181,20,0
2024-08-10,29,48,111,49,0
2024-03-24,9,128,128,13,0
2024-01-13,7,242,228,28,0
2024-05-23,12,392,249,31,0
2024-02-23,5,316,164,56,0
2024-08-03,29,276,159,45,0
2024-08-24,10,199,166,21,0
2024-11-23,3,116,201,52,0
2024-03-28,29,280,163,32,0
2024-10-30,8,50,139,32,0
2024-07-23,7,249,57,48,0
2024-01-17,6,314,91,22,0
2024-04-16,16,161,156,48,0
2024-03-13,4,44,13,35,0
2024-06-04,13,175,247,52,0
2024-07-19,19,192,77,28,0
2024-05-04,22,306,230,22,0
2024-10-05,28,383,215,13,0
2024-12-27,26,37,175,59,0
2024-04-09,1,369,189,33,0
2024-11-10,2,350,90,33,0
2024-02-16,1,151,39,50,0
2024-10-04,7,377,48,55,0
2024-04-25,27,298,210,55,0
2024-02-06,18,92,6,36,0
2024-01-12,29,355,164,47,0
2024-06-03,10,5,10,33,0
2024-11-13,23,392,80,51,0
2024-12-28,8,131,155,32,0
2024-06-15,9,294,132,50,0
2024-01-14,22,86,54,19,0
2024-11-10,16,7,161,46,0
2024-12-02,12,306,89,28,0
2024-10-20,5,357,137,40,0
2024-11-14,19,282,31,15,0
2024-12-27,26,110,213,14,0
2024-09-08,5,106,35,57,0
2024-06-13,11,245,144,11,0
2024-07-28,7,214,144,21,0
2024-08-05,20,392,129,15,0
2024-02-06,5,268,84,19,0
2024-05-13,22,355,148,18,0
2024-12-23,25,182,48,45,0
2024-09-18,17,146,24,13,0
2024-03-11,21,48,162,51,0
2024-08-16,2,33,208,43,0
2024-08-10,17,169,93,16,0
2024-08-04,7,163,24,32,0
2024-03-29,12,299,148,30,0
2024-01-23,4,339,172,31,0
2024-05-12,14,369,104,23,0
2024-06-23,30,144,25,22,0
2024-10-07,1,134,180,14,0
2024-11-23,5,76,87,48,0
2024-04-23,28,59,196,48,0
2024-08-10,17,139,68,29,0
2024-09-09,25,90,41,51,0
2024-08-14,28,31,97,12,0
2024-08-10,30,127,211,25,0
2024-03-11,22,71,65,11,0
2024-02-17,2,100,140,53,0
2024-02-11,11,122,12,23,0
2024-06-24,2,300,158,31,0
2024-03-18,1,196,213,14,0
2024-03-19,9,83,8,33,0
2024-03-09,2,26,21,10,0
2024-11-02,27,112,227,16,0
2024-08-10,27,339,14,11,0
2024-02-25,18,181,205,48,0
2024-12-14,10,294,114,44,0
2024-10-22,14,349,189,12,0
2024-07-27,28,291,203,13,0
2024-04-01,13,223,129,23,0
2024-08-08,29,52,141,31,0
2024-08-05,17,24,157,23,0
2024-01-16,12,137,35,30,0
2024-07-26,11,70,160,38,0
2024-03-13,27,327,242,19,0
2024-09-30,14,274,239,11,0
2024-11-02,3,185,44,58,0
2024-03-10,14,350,220,39,0
2024-05-22,29,308,168,49,0
2024-03-17,3,75,97,33,0
2024-09-08,25,321,203,46,0
2024-12-01,3,338,52,42,0
2024-01-07,13,208,142,16,0
2024-03-04,11,354,156,38,0
2024-12-04,10,72,94,19,0
2024-03-09,22,270,145,22,0
2024-02-22,25,47,1,26,0
2024-07-24,5,59,162,30,0
2024-03-27,24,34,189,31,0
2024-10-17,21,344,106,22,0
2024-06-02,22,390,219,18,0
2024-03-22,17,236,112,20,0
2024-12-19,16,231,105,20,0
2024-01-11,19,120,175,14,0
2024-05-05,22,303,199,12,0
2024-12-20,15,131,138,32,0
2024-11-05,10,326,8,33,0
2024-11-07,12,378,165,53,0
2024-06-21,26,288,218,41,0
2024-10-20,28,181,242,30,0
2024-06-02,1,123,63,47,0
2024-03-05,23,97,179,54,0
2024-06-15,17,102,198,47,0
2024-12-11,12,77,198,25,0
2024-05-23,10,242,58,57,0
2024-02-15,5,32,86,54,0
2024-01-20,21,38,39,32,0
2024-05-23,20,110,115,12,0
2024-02-27,5,49,246,39,0
2024-04-01,6,286,100,10,0
2024-06-22,8,168,156,22,0
2024-03-24,17,153,135,16,0
2024-01-12,2,20,212,30,0
2024-08-23,4,138,57,34,0
2024-07-04,6,242,28,27,0
2024-09-19,3,315,9,51,0
2024-04-22,24,184,246,58,0
2024-07-17,14,70,36,11,0
2024-04-23,23,258,78,33,0
2024-01-27,28,344,62,21,0
2024-02-20,1,183,43,44,0
2024-10-14,5,328,71,56,0
2024-06-08,28,67,89,57,0
2024-01-29,3,102,105,45,0
2024-09-27,14,203,103,43,0
2024-10-21,25,5,212,59,0
2024-10-26,22,356,79,44,0
2024-12-04,2,343,121,32,0
2024-04-07,21,235,118,21,0
2024-04-21,10,16,208,41,0
2024-06-16,11,87,98,12,0
2024-11-17,25,109,212,39,0
2024-09-11,15,119,44,55,0
2024-01-20,3,28,176,13,0
2024-04-09,10,33,81,30,0
2024-08-14,5,335,199,56,0
2024-06-25,15,364,34,24,0
2024-06-02,16,247,118,45,0
2024-08-31,4,337,116,36,0
2024-04-05,18,197,76,48,0
2024-08-26,12,158,249,12,0
2024-11-30,29,43,150,15,0
2024-11-13,11,391,143,36,0
2024-07-05,2,147,136,59,0
2024-10-30,12,249,2,23,0
2024-09-21,12,396,175,26,0
2024-07-19,8,84,248,14,0
2024-01-04,13,385,233,35,0
2024-12-05,22,175,212,51,0
2024-11-22,4,289,240,18,0
2024-02-24,8,141,100,10,0
2024-02-13,15,50,119,21,0
2024-11-11,19,217,133,23,0
2024-03-05,22,255,63,21,0
2024-02-25,17,139,197,13,0
2024-07-30,27,251,131,33,0
2024-06-26,18,4,159,43,0
2024-06-03,4,290,85,32,0
2024-08-18,22,173,228,46,0
2024-11-10,26,325,242,58,0
2024-07-31,27,18,185,47,0
2024-12-13,7,199,149,55,0
2024-08-30,2,320,70,23,0
2024-03-29,13,351,223,27,0
2024-07-02,8,178,68,21,0
2024-08-19,22,41,122,34,0
2024-12-13,30,309,183,48,0
2024-12-06,7,127,72,57,0
2024-06-30,7,334,56,40,0
2024-04-10,14,211,228,39,0
2024-09-22,16,236,243,41,0
2024-06-01,9,376,129,13,0
2024-08-21,20,25,207,11,0
2024-03-14,18,85,13,21,0
2024-10-26,7,1,6,48,0
2024-03-04,19,251,193,18,0
2024-07-21,9,13,214,38,0
2024-01-11,29,363,67,28,0
2024-03-04,20,162,78,30,0
2024-02-03,18,43,203,44,0
2024-04-17,18,337,185,10,0
2024-02-19,11,382,94,36,0
2024-10-31,19,330,135,12,0
2024-11-21,15,263,222,20,0
2024-07-18,7,134,39,40,0
2024-12-13,30,223,103,45,0
2024-04-12,11,252,22,30,0
2024-03-12,22,258,37,34,0
2024-05-27,25,366,205,51,0
2024-12-15,16,74,171,24,0
2024-07-18,2,37,22,29,0
2024-07-02,27,73,60,27,0
2024-03-19,28,168,90,35,0
2024-06-21,17,256,50,45,0
2024-01-25,26,334,131,31,0
2024-10-17,8,24,86,21,0
2024-10-21,26,270,112,31,0
2024-05-26,15,40,70,22,0
2024-06-22,15,23,229,59,0
2024-07-26,9,387,15,57,0
2024-02-13,10,271,70,13,0
2024-05-16,16,159,65,27,0
2024-01-04,21,196,209,49,0
2024-01-03,9,57,106,30,0
2024-08-31,23,157,4,35,0
2024-04-12,12,163,113,58,0
2024-10-17,11,183,149,59,0
2024-05-30,16,138,196,35,0
2024-03-13,17,387,138,59,0
2024-09-07,29,386,66,56,0
2024-11-16,18,64,174,41,0
2024-08-16,28,261,212,24,0
2024-12-14,14,273,72,11,0
2024-03-28,27,171,240,39,0
2024-01-03,11,161,82,32,0
2024-11-07,14,343,27,11,0
2024-03-18,5,170,59,13,0
2024-07-01,12,210,231,19,0
2024-05-27,8,263,38,46,0
2024-06-19,5,352,8,43,0
2024-02-20,23,391,64,32,0
2024-06-03,4,322,1,15,0
2024-06-21,19,149,159,27,0
2024-04-06,1,290,224,32,0
2024-09-14,18,328,83,16,0
2024-03-12,20,71,143,59,0
2024-09-23,9,169,8,28,0
2024-01-16,30,400,5,22,0
2024-11-24,1,198,51,12,0
2024-05-19,6,383,232,44,0
2024-01-17,22,198,148,56,0
2024-01-03,2,356,230,26,0
2024-11-29,1,328,73,53,0
2024-03-28,12,370,146,51,0
2024-02-05,25,79,93,59,0
2024-07-22,3,388,115,56,0
2024-04-04,23,325,214,12,0
2024-08-16,11,91,210,14,0
2024-07-18,12,372,120,38,0
2024-12-09,22,226,160,53,0
2024-05-30,26,104,229,56,0
2024-07-28,29,115,98,23,0
2024-09-14,15,275,171,56,0
2024-02-24,30,270,186,53,0
2024-08-12,5,400,167,44,0
2024-01-22,30,105,30,22,0
2024-06-10,3,81,32,26,0
2024-04-25,17,234,245,55,0
2024-08-23,28,78,12,28,0
2024-05-17,15,267,18,30,0
2024-12-28,13,51,241,12,0
2024-06-05,24,103,69,33,0
